,Income,Customer Lifetime Value,Monthly Premium Auto,Total Claim Amount
5211,16476,3707.282365,101,313.885191
5212,73359,30154.68108,94,107.187926
5213,25949,8099.838433,104,499.2
5214,62018,2921.490461,73,90.094835
5215,41433,14510.44376,183,1317.6
5216,0,16793.9728,238,1142.4
5217,68931,5332.462694,66,309.577946
5218,0,10025.91827,141,1015.2
5219,0,6875.606133,104,748.8
5220,0,2272.30731,64,286.124652
5221,98044,8923.154803,73,347.336864
5222,91354,16484.01644,68,361.646987
5223,0,6860.592636,109,605.137484
5224,15083,12947.68269,115,552.0
5225,0,13786.70272,61,370.755025
5226,0,7706.032636,107,1267.709661
5227,0,8520.145801,80,69.142986
5228,0,2242.226055,67,618.355883
5229,22955,27069.49674,92,441.6
5230,0,20579.69157,69,566.673518
5231,51641,2465.616631,63,137.091494
5232,10211,9052.951051,119,571.2
5233,0,2546.364668,68,296.692076
5234,0,3007.386248,80,16.524885
5235,33806,27789.69235,89,395.729716
5236,50269,6289.014959,80,32.228778
5237,18375,3954.344534,103,535.080276
5238,24133,7583.189638,68,76.026046
5239,88375,6186.497831,77,0.42331
5240,88997,5757.442258,72,174.041566
5241,0,4473.883999,125,600.0
5242,23402,4786.009693,61,292.8
5243,46396,12244.9049,103,384.01403
5244,0,7121.080412,96,460.8
5245,0,7547.762822,102,489.6
5246,33175,20380.06652,66,84.520776
5247,63885,9011.764865,114,86.477384
5248,92766,20096.89337,71,379.029102
5249,45515,4786.889347,61,236.907007
5250,0,11578.12643,115,1163.620366
5251,37703,2719.431536,70,83.121963
5252,0,4760.941906,68,489.6
5253,0,8701.363763,122,684.851797
5254,64987,2659.495086,66,182.927837
5255,73180,5139.561422,64,132.543257
5256,92766,20096.89337,71,379.029102
5257,0,4025.095533,119,571.2
5258,50071,2771.045031,71,18.918935
5259,53058,6745.886896,91,209.465295
5260,0,9259.715798,127,22.483259
5261,16370,8467.267232,74,296.049396
5262,70521,22762.21479,63,302.4
5263,58007,9332.494982,81,518.346912
5264,31670,7100.3251,179,1288.8
5265,0,8007.399376,112,537.6
5266,0,19511.99782,70,491.112176
5267,62534,8145.985919,68,326.4
5268,26790,2810.464447,71,340.8
5269,0,6846.150323,95,456.0
5270,56178,3755.806897,94,451.2
5271,28646,2393.036297,61,355.028632
5272,31267,40636.66734,129,619.2
5273,78250,9067.658438,114,547.2
5274,0,5619.689084,153,1027.000029
5275,65636,8013.895125,67,321.6
5276,43177,4089.036013,103,420.966805
5277,26733,5065.486772,66,218.717113
5278,12590,8372.851175,73,132.503461
5279,33481,66025.75407,188,1194.892002
5280,0,8175.315246,80,384.0
5281,25752,8720.458745,73,378.262864
5282,27982,3237.500928,87,14.743099
5283,29445,5354.612433,68,334.015169
5284,47455,2375.001798,61,278.804991
5285,64125,8646.504109,108,369.818708
5286,56830,6672.127831,83,319.799712
5287,58236,12919.41828,108,67.253453
5288,54289,7385.359236,62,430.093647
5289,0,7200.664877,66,316.8
5290,47482,7281.715134,93,594.177664
5291,60244,3237.996209,83,326.281835
5292,20867,2722.986709,71,340.8
5293,98138,11277.72488,93,427.52731
5294,0,8555.887254,81,583.2
5295,20327,2911.923334,74,824.254866
5296,11828,10083.48688,90,571.479602
5297,50695,5704.977144,71,110.567069
5298,0,7664.80924,107,770.4
5299,98693,4909.027487,61,292.8
5300,54507,5470.060561,138,702.990032
5301,89703,5067.002561,126,601.983113
5302,0,4896.271406,71,421.147532
5303,0,4572.041785,67,357.14996
5304,70882,8237.376444,69,124.380223
5305,60817,3964.730745,103,494.4
5306,72257,10901.22525,90,408.415481
5307,90008,16304.29777,137,406.986034
5308,93987,2619.478929,65,251.321448
5309,81872,14024.35839,115,256.43803
5310,60221,24320.64401,67,238.561687
5311,33651,24249.33685,69,328.65413
5312,0,20864.30762,61,216.08671
5313,75741,8823.852473,109,217.188864
5314,38086,7610.203455,96,243.237741
5315,38725,7486.171898,64,307.2
5316,20132,8763.449964,86,412.8
5317,0,27386.15024,105,451.13986
5318,44299,11121.62179,106,754.260616
5319,98917,5657.685223,139,336.612234
5320,91535,18938.53677,67,126.634634
5321,53484,13865.83107,70,333.051529
5322,45318,8188.91743,103,494.4
5323,46897,5626.530435,70,344.377218
5324,40135,3208.919835,80,78.008093
5325,38606,5282.543094,68,413.288851
5326,56550,8696.7107,73,162.775889
5327,61146,5259.444853,65,273.018929
5328,36409,7854.771821,66,316.8
5329,90035,6438.97103,80,141.628547
5330,39669,11633.57855,98,492.935479
5331,57963,2442.422113,61,42.160829
5332,81872,14024.35839,115,256.43803
5333,25965,2491.257604,65,329.206567
5334,59662,3410.199334,85,10.168824
5335,27906,3842.028065,102,489.6
5336,51032,3339.853704,83,349.954886
5337,83771,5358.269985,133,482.328161
5338,57052,9268.672154,115,483.62724
5339,51510,4200.373728,106,688.547375
5340,34819,4829.571981,61,185.898327
5341,31189,14244.73069,122,585.6
5342,32180,4095.201692,103,558.835255
5343,27500,33718.8424,114,472.280461
5344,67018,7540.054749,94,104.427573
5345,0,2821.002026,77,436.369797
5346,0,36695.90627,199,1062.090461
5347,33588,19731.34147,62,419.921897
5348,56270,6685.069081,83,398.4
5349,82800,8408.317401,70,442.194796
5350,0,7371.58568,68,425.137341
5351,63891,4742.106389,119,7.651121
5352,43946,15865.166,133,415.98615
5353,62039,5396.311664,68,265.877583
5354,60475,4330.38602,107,513.6
5355,70279,5708.024308,71,331.231484
5356,0,3500.855508,93,446.4
5357,66676,3919.366722,97,558.099357
5358,12048,2910.317298,77,369.6
5359,0,4827.77681,68,326.4
5360,0,4811.740943,68,619.07199
5361,36094,7834.151482,99,456.50357
5362,0,14666.23121,61,439.2
5363,63328,7199.645715,89,427.2
5364,0,3914.719645,112,587.861936
5365,36121,9470.273932,118,1107.145019
5366,56005,5479.555081,68,326.4
5367,48597,2488.241391,71,305.697525
5368,0,5886.615741,81,583.2
5369,42540,8406.385414,70,43.548973
5370,87544,8685.91529,109,523.2
5371,26292,25030.37545,80,384.0
5372,42696,17822.56375,228,1273.741085
5373,88009,2798.679988,71,266.52482
5374,0,3288.6575,97,1026.315988
5375,0,2004.350666,66,316.8
5376,16181,13736.1325,181,1261.319869
5377,0,4411.65582,62,446.4
5378,75438,5392.440611,136,438.480672
5379,0,2561.576924,73,842.87608
5380,27681,6057.07208,83,398.4
5381,23444,22256.69368,196,940.8
5382,63684,2693.530229,68,343.889585
5383,61737,4296.604128,107,495.670802
5384,0,11624.82149,113,813.6
5385,52373,8749.496793,111,186.160527
5386,58213,3155.911309,79,39.714767
5387,74142,3317.904817,83,398.4
5388,0,7821.188278,109,784.8
5389,49746,4240.925575,111,589.298521
5390,0,8992.779137,129,1059.572464
5391,0,7304.15545,104,499.2
5392,39854,5217.513287,66,261.930545
5393,36650,2725.356404,69,56.60333
5394,32756,18569.50063,93,381.118731
5395,36268,9985.366015,86,531.164627
5396,23815,8257.666512,73,424.330166
5397,0,8002.308333,107,513.6
5398,39188,5897.745369,74,355.2
5399,58089,4686.469674,118,566.4
5400,62120,5943.07303,74,28.31732
5401,26540,2648.471057,69,378.432035
5402,28215,4650.063763,65,468.0
5403,61675,44856.11397,123,482.550044
5404,0,26570.34335,100,480.0
5405,69600,2951.294057,74,341.396161
5406,40982,2464.510412,62,106.665934
5407,74015,5555.830205,72,471.443077
5408,0,3199.703983,94,1121.876091
5409,0,2776.317884,79,509.028102
5410,29439,16355.31386,146,700.8
5411,0,7329.889139,108,518.4
5412,74015,5555.830205,72,471.443077
5413,67881,6383.482152,79,391.039166
5414,96162,7758.588506,97,376.569009
5415,39049,14932.09982,63,294.75626
5416,29808,8047.410936,105,52.456587
5417,65727,10861.515,134,363.995013
5418,0,2195.295372,62,446.4
5419,22283,2397.036098,65,572.072106
5420,37435,4070.045873,105,314.441585
5421,27756,5578.522348,71,735.733206
5422,86876,8139.525579,68,118.810361
5423,0,7444.939419,114,863.861736
5424,34062,7295.332712,91,603.350571
5425,0,5325.724541,73,496.474767
5426,0,2442.212317,69,331.2
5427,78358,10307.65258,128,614.4
5428,12222,2461.797738,67,321.6
5429,41247,2521.684392,64,307.2
5430,13663,25464.82059,97,465.6
5431,25531,2822.591481,74,355.2
5432,58643,5811.996703,74,329.46648
5433,48107,21850.34627,190,912.0
5434,18643,9320.240511,119,571.2
5435,0,22305.32351,102,401.528957
5436,58645,22118.81261,110,427.723646
5437,95058,7218.16275,177,89.712324
5438,0,6117.034997,87,1032.609293
5439,19715,4882.289803,66,475.2
5440,68787,2674.07551,66,105.379402
5441,29056,7724.678387,66,355.531267
5442,47829,4708.203284,117,561.6
5443,13128,4447.423455,118,771.878514
5444,58946,4823.558028,121,486.720776
5445,31614,5420.361822,71,234.683628
5446,44667,7583.141211,65,245.661376
5447,0,3852.425156,111,937.824847
5448,91512,7647.451823,189,907.2
5449,26540,5229.68034,69,331.2
5450,0,3614.078436,103,741.6
5451,38798,2853.512645,72,332.945455
5452,0,8543.325539,117,561.6
5453,65629,5150.416511,64,89.411365
5454,33291,8723.667123,73,172.226165
5455,57264,16477.47799,84,129.249842
5456,60970,26338.58626,110,94.496547
5457,34220,4244.470352,109,523.2
5458,88997,5757.442258,72,174.041566
5459,18779,4826.831451,63,215.255721
5460,50825,8092.87696,102,369.614729
5461,0,3011.270628,86,569.130423
5462,29218,8663.919296,72,502.369442
5463,95697,2471.528431,61,114.273025
5464,61486,5627.297887,70,334.13351
5465,0,7494.087341,68,326.4
5466,17723,5452.625449,72,345.6
5467,72421,2592.437797,65,312.0
5468,36510,6721.893743,84,286.781601
5469,35396,5500.576161,70,336.0
5470,69230,2550.659053,63,283.241868
5471,28054,7771.582097,195,571.663256
5472,25866,4236.301454,109,523.2
5473,23675,9025.067525,117,707.925645
5474,0,2615.911934,71,340.8
5475,0,2396.219292,66,433.160284
5476,0,4784.416267,68,326.4
5477,28142,3873.647046,105,701.708239
5478,23706,7806.137458,68,326.4
5479,0,4717.625727,131,628.8
5480,0,5625.908671,85,872.203927
5481,83527,5182.941518,64,39.127298
5482,26876,6005.214792,76,364.8
5483,55099,9837.507586,122,260.265417
5484,71661,5206.028448,65,312.0
5485,18047,36293.14678,242,1350.379181
5486,90893,2837.109178,70,70.712507
5487,90016,11785.04181,102,20.405935
5488,81285,3124.933827,81,441.765368
5489,96950,13862.10016,115,633.132017
5490,24814,8200.269735,69,331.2
5491,0,8456.268179,90,648.0
5492,0,2124.173841,61,60.5975
5493,52572,9045.111945,113,441.623031
5494,0,3187.351993,85,595.160486
5495,41701,8113.962284,68,64.646458
5496,0,34039.05613,104,499.2
5497,0,9087.586819,80,384.0
5498,34179,12519.79639,107,770.4
5499,27681,6057.07208,83,398.4
5500,0,4967.044248,73,359.35328
5501,0,6933.335325,70,504.0
5502,78494,22399.12944,69,78.189401
5503,0,2162.417356,66,316.8
5504,56044,21776.5819,182,952.849701
5505,37937,9095.049868,116,556.8
5506,77853,4228.248035,106,165.237444
5507,72608,6521.368813,82,393.6
5508,36568,10209.02324,128,978.621302
5509,0,7600.443798,110,796.987409
5510,59578,3894.623983,98,403.67601
5511,26032,8510.758196,109,638.098653
5512,39618,2712.832687,68,326.4
5513,0,2258.793954,65,625.483498
5514,59438,4815.851943,124,562.667789
5515,0,8007.399376,112,537.6
5516,0,3008.969524,87,401.484738
5517,89451,2530.705137,63,61.769564
5518,44695,10787.11572,91,147.954285
5519,24581,11923.75365,101,484.8
5520,0,5186.359717,73,194.944319
5521,72334,10103.64886,129,412.829624
5522,19831,6438.995346,83,398.4
5523,40361,3909.636524,98,71.169255
5524,74656,13211.01092,111,504.365927
5525,25358,14616.36817,126,750.58561
5526,35461,3732.345012,95,9.214343
5527,59047,8750.643581,76,364.8
5528,62409,10662.63422,89,392.686432
5529,93272,3861.486269,95,281.110788
5530,0,9807.829589,135,970.456654
5531,20166,3252.828464,83,398.4
5532,0,2711.899826,74,355.2
5533,29735,2453.570794,69,331.2
5534,0,11228.28966,64,772.83851
5535,97460,23020.89147,114,660.135987
5536,57564,2458.447909,63,302.4
5537,33232,11160.07706,94,435.527845
5538,11854,13118.74322,113,807.721213
5539,23843,6120.185345,79,344.693511
5540,17961,13881.03947,181,476.707749
5541,0,4787.472973,64,360.110955
5542,54695,8177.048957,103,494.4
5543,85632,3309.248219,82,7.2574
5544,0,14635.45158,139,667.2
5545,0,5120.615661,76,277.220384
5546,39895,19253.03441,160,765.591167
5547,95815,6646.749298,82,393.6
5548,37224,8742.472473,74,355.2
5549,0,8467.369513,122,1100.088685
5550,94652,6992.531494,86,412.8
5551,28582,13037.03339,112,537.6
5552,91123,10883.78785,138,103.462381
5553,85942,9114.276632,116,79.340118
5554,64321,30442.53824,253,422.438297
5555,77025,5104.354719,64,380.917107
5556,16997,2174.111987,65,468.0
5557,52408,9890.210998,125,179.125777
5558,0,8719.125849,116,556.8
5559,37573,8516.751366,112,537.6
5560,45893,11606.84868,97,465.6
5561,0,3731.504584,96,460.8
5562,29385,3303.090814,88,422.4
5563,21509,8888.875454,81,413.492922
5564,68144,8173.50314,70,336.0
5565,31093,4923.950434,63,302.4
5566,24350,2823.501795,73,350.4
5567,32823,7824.372789,100,480.0
5568,44843,8311.854644,105,391.419263
5569,59364,5384.532684,67,321.6
5570,39101,3978.665051,99,167.174678
5571,0,6237.507291,90,432.0
5572,27604,6969.880958,92,441.6
5573,91603,5024.029643,64,307.2
5574,59828,8414.080425,104,499.2
5575,33247,2801.562831,72,284.956298
5576,45867,5010.917847,126,604.8
5577,54827,4997.780688,64,132.947215
5578,0,2236.085718,64,307.2
5579,47170,10934.73726,139,667.2
5580,21947,3289.132998,83,366.90936
5581,39018,14014.10119,117,561.6
5582,20252,5604.330774,71,198.227061
5583,0,2912.235077,88,633.6
5584,48602,5616.845326,70,487.884823
5585,97849,7504.685954,62,183.117146
5586,41479,3746.751625,94,19.575683
5587,69746,2959.819985,74,225.032781
5588,96748,7725.535708,96,460.8
5589,25074,13248.63735,112,537.6
5590,66463,2717.781848,68,326.4
5591,34865,2734.149158,69,255.946801
5592,37399,9199.388961,116,392.826082
5593,21070,29049.71315,195,1404.0
5594,31562,4956.620638,66,316.8
5595,54684,5574.959174,71,487.070965
5596,37388,9192.592887,117,561.6
5597,84981,3878.770231,96,4.719043
5598,24046,4419.116971,116,556.8
5599,20993,4772.943848,133,638.4
5600,48029,9101.523916,116,556.8
5601,16233,7609.089616,197,1418.4
5602,30718,2668.662697,67,321.6
5603,60277,5141.976413,65,146.390518
5604,0,7451.49202,107,770.4
5605,31911,2620.167098,68,245.893663
5606,61402,4909.844198,62,252.157829
5607,34335,8023.075248,101,484.8
5608,71467,20446.6023,86,324.879569
5609,0,4966.848441,74,532.8
5610,36168,3549.016697,90,432.0
5611,58357,5350.367001,137,708.220713
5612,29692,8065.234637,77,449.352139
5613,29215,7892.824093,67,327.656191
5614,0,4540.9925,61,486.121464
5615,26841,2852.527169,74,418.534381
5616,34837,10720.41744,139,667.2
5617,33068,4795.387295,61,213.038013
5618,44820,5182.393447,133,336.13217
5619,49564,22620.74841,193,286.370988
5620,19581,2320.750557,61,377.24342
5621,0,7714.650119,74,532.8
5622,23129,7880.337212,70,491.65337
5623,0,9029.940704,138,1376.958592
5624,25411,6965.423975,86,242.807725
5625,28513,15114.40241,100,480.0
5626,69346,22523.7063,63,246.284609
5627,74835,10760.17612,133,107.645982
5628,43282,5808.932598,72,166.799814
5629,11276,30591.61257,91,436.8
5630,0,2220.187426,62,311.506082
5631,10037,4914.035833,71,292.181494
5632,21986,2395.57,63,333.696228
5633,85609,5522.524223,136,652.8
5634,86347,15808.75757,130,593.779554
5635,20368,2827.328603,72,345.6
5636,25778,5421.524497,68,20.141289
5637,43860,2514.59196,65,156.124914
5638,93303,5157.642282,65,40.757983
5639,67467,4874.665223,61,365.879938
5640,30598,4198.02525,106,508.8
5641,55350,5380.898636,67,321.6
5642,11432,13466.92071,119,571.2
5643,27093,2424.424678,61,292.8
5644,0,3823.853815,108,777.6
5645,0,13883.32934,197,1418.4
5646,38961,2438.533897,62,297.6
5647,51840,34090.03598,94,33.747903
5648,79181,2840.302575,72,241.277426
5649,14072,24127.50402,71,511.2
5650,56225,7596.143777,97,465.6
5651,14909,15096.27023,199,1238.077611
5652,26876,6005.214792,76,364.8
5653,68401,3455.23067,88,242.254164
5654,29730,5728.581037,72,463.21435
5655,35577,5163.228365,130,574.51239
5656,41958,2602.650842,66,206.818326
5657,77915,32643.07651,115,552.0
5658,15514,2789.74739,74,355.2
5659,29505,11250.09857,284,1979.444237
5660,31356,16510.96722,68,326.4
5661,31456,7607.983712,199,436.695385
5662,95284,5603.73932,69,327.647322
5663,0,6674.44805,98,931.648937
5664,62864,4049.415027,104,171.213743
5665,22842,4958.016206,65,468.0
5666,67186,7850.128057,66,184.936711
5667,0,6382.583452,87,417.6
5668,68946,5737.499595,71,309.627788
5669,56680,7688.023506,100,480.0
5670,18866,4873.436612,126,604.8
5671,82875,2824.681217,70,455.337179
5672,0,3722.368016,109,523.2
5673,84863,5535.963648,138,691.697458
5674,0,4727.8341,127,609.6
5675,54753,2378.667328,61,292.8
5676,76381,9337.895228,116,556.8
5677,59523,6189.994337,78,343.789779
5678,56017,5638.262608,71,51.995897
5679,14306,5264.361755,74,355.061143
5680,21359,4035.68383,101,484.8
5681,86101,4117.4697,102,344.736945
5682,25998,8382.478392,71,791.878042
5683,64341,2435.147986,61,79.934072
5684,36060,6599.081932,165,774.558233
5685,61894,5353.932122,67,266.996814
5686,26721,6747.524275,65,312.0
5687,59940,7412.135256,94,303.098944
5688,45971,5512.342258,138,139.826393
5689,80055,4015.34005,100,121.945071
5690,58345,7772.473464,98,346.971517
5691,0,4638.945365,71,143.276484
5692,76549,10507.50144,132,616.349424
5693,36212,17556.99121,73,119.033795
5694,0,9103.700091,131,628.8
5695,73597,13110.54899,114,485.183645
5696,63762,8006.219948,99,108.161276
5697,32787,6807.271588,86,568.58486
5698,94962,2627.610202,67,321.6
5699,0,9095.744565,256,1943.772393
5700,73809,5015.643575,125,537.315879
5701,13037,4726.869327,124,839.348464
5702,0,3059.182181,88,989.200247
5703,75272,4122.569957,103,71.647924
5704,39278,2620.903729,66,65.590217
5705,36913,4938.893241,62,90.569696
5706,0,4691.043597,74,407.218947
5707,13528,6005.847375,86,412.8
5708,0,4941.650159,137,986.4
5709,0,2254.402024,65,768.797656
5710,0,2554.032052,72,405.804184
5711,12617,8123.955566,108,648.925597
5712,42754,19079.09518,65,279.715067
5713,0,10461.58298,155,1116.0
5714,76157,4669.22664,116,556.8
5715,0,4903.810606,66,469.6093
5716,58958,83325.38119,231,1108.8
5717,0,8009.028202,107,740.963933
5718,0,23895.6779,98,705.6
5719,34430,7732.385103,65,184.958966
5720,13411,9416.28441,127,609.6
5721,73758,5923.518828,74,301.562622
5722,0,3833.066768,116,1397.954723
5723,17130,28432.00202,198,950.4
5724,0,5553.756551,92,662.4
5725,0,10036.53634,134,1353.28906
5726,10517,6575.53817,92,441.540848
5727,58842,4362.931238,110,528.0
5728,22355,7873.708219,71,340.8
5729,0,13021.0853,223,1605.6
5730,21137,4492.23348,61,292.8
5731,0,6650.456653,99,712.8
5732,78255,11093.71591,95,456.0
5733,35625,5107.163002,65,288.572108
5734,87957,7334.328083,61,308.321335
5735,25915,4996.564694,64,317.979988
5736,62464,8658.863813,109,400.181882
5737,0,9657.579498,131,628.8
5738,49529,6176.700392,78,234.723464
5739,23376,2867.312197,78,374.4
5740,0,2821.448707,81,583.2
5741,67952,2843.557702,71,167.405624
5742,25251,11790.49617,66,316.8
5743,20497,7785.666532,65,425.358596
5744,68420,12315.09489,104,499.2
5745,24711,4810.97858,122,259.998169
5746,76530,27279.33647,119,254.149197
5747,98333,3980.421464,99,459.048775
5748,0,14635.45158,139,667.2
5749,0,3761.792015,106,1116.943654
5750,0,5619.689084,153,1027.000029
5751,0,5304.541694,74,532.8
5752,24695,3207.468733,82,393.6
5753,26287,8697.787865,111,279.378884
5754,83846,8717.049833,74,355.2
5755,76081,8029.715047,68,384.210821
5756,14957,4763.327142,66,316.8
5757,41727,23055.57229,117,82.25632
5758,89092,5383.670919,68,91.8198
5759,53986,8409.668976,70,127.886591
5760,49853,4257.477861,109,679.534284
5761,36670,14708.99565,189,907.2
5762,43626,2593.818427,67,321.6
5763,0,2466.581354,70,504.0
5764,76505,7933.820656,65,144.051716
5765,66216,36860.72688,103,96.723812
5766,52497,7412.029748,63,302.4
5767,20090,34611.37896,109,523.2
5768,0,18726.15325,185,1543.932434
5769,37751,7249.065093,93,56.692777
5770,54840,8193.091589,72,468.728516
5771,31986,8692.282356,111,532.8
5772,22166,9799.175061,126,604.8
5773,0,14084.48944,208,2270.508697
5774,0,13104.14911,130,1430.548077
5775,83838,2628.657528,65,281.405931
5776,46061,5245.683756,65,21.612658
5777,50825,8092.87696,102,369.614729
5778,14030,2719.506996,72,345.6
5779,20282,5445.373289,79,507.549315
5780,50146,4514.247473,116,759.291202
5781,0,22029.1505,121,580.8
5782,20472,5408.892351,139,667.2
5783,85751,3768.371028,93,391.210704
5784,76912,27934.62373,116,169.226996
5785,96335,3887.324208,97,161.388136
5786,29633,7475.784971,196,534.653787
5787,80540,22758.91192,63,65.845112
5788,14465,5124.79641,135,944.506601
5789,0,4900.336708,66,316.8
5790,29899,5278.6471,66,419.302975
5791,0,4821.986443,136,652.8
5792,71391,8044.872393,67,284.000172
5793,57449,12157.32992,103,494.4
5794,14209,18591.54967,62,297.6
5795,47824,4873.350518,129,546.046853
5796,48696,5338.525632,66,48.762193
5797,79189,2878.766728,71,56.092247
5798,0,8473.46358,116,1148.461246
5799,23870,3440.361969,91,500.577875
5800,0,17497.52201,73,350.4
5801,41059,2544.337548,64,151.670029
5802,19447,3336.219942,89,640.8
5803,94392,5206.108215,65,156.18031
5804,23203,43290.49543,132,1158.79311
5805,38157,4817.992644,61,81.53233
5806,0,13727.79972,126,604.8
5807,99761,4996.545123,63,452.246664
5808,98350,7960.007541,101,289.181979
5809,25318,7367.653764,63,302.4
5810,51721,5632.613078,139,625.282599
5811,0,3884.8552,114,851.031598
5812,0,4518.024385,78,374.4
5813,68321,2565.124294,66,198.263056
5814,69161,15487.44072,129,441.138769
5815,72667,6395.351807,80,383.228397
5816,62082,8639.088723,72,91.036967
5817,0,9806.215757,87,626.4
5818,36551,12472.1199,107,53.837271
5819,70524,5794.565797,73,350.4
5820,60477,2619.027206,65,139.841411
5821,0,3731.504584,96,460.8
5822,40376,5421.018201,69,427.874055
5823,72608,6521.368813,82,393.6
5824,46587,41787.90343,119,571.2
5825,34398,9613.613215,61,292.8
5826,70432,4766.645359,61,6.422285
5827,79655,23984.62144,296,498.159874
5828,0,7292.913911,98,470.4
5829,73457,21255.49606,133,198.115298
5830,0,5357.75893,82,393.6
5831,23059,5192.355227,66,372.430947
5832,0,7116.549068,66,316.8
5833,51643,11009.13049,283,1358.4
5834,72531,4328.373176,109,523.2
5835,87840,9419.883665,118,161.590594
5836,57563,2592.928283,66,316.8
5837,0,2554.189234,72,345.6
5838,31278,3528.044252,92,441.6
5839,0,5340.810309,72,345.6
5840,47122,2449.31771,62,297.6
5841,0,5666.465804,77,534.228036
5842,60260,5272.703428,66,328.366827
5843,0,8672.814261,125,600.0
5844,12677,7679.677721,101,500.633484
5845,28564,2999.338779,76,364.8
5846,41341,3834.735196,99,240.24432
5847,44246,33053.26869,122,585.6
5848,0,5175.28934,71,340.8
5849,70610,7950.570995,99,240.977382
5850,34831,9935.165983,124,595.2
5851,30374,7861.798596,99,304.537298
5852,50825,8092.87696,102,369.614729
5853,80727,5539.349243,68,98.71658
5854,71269,9628.702696,80,350.689559
5855,45794,5827.483965,74,449.63005
5856,99874,4807.846463,119,307.639408
5857,76731,2582.408525,64,201.455005
5858,73019,4475.161898,112,537.6
5859,19112,2399.045522,62,259.006614
5860,58414,7840.165778,210,1008.0
5861,0,2378.090679,70,734.072654
5862,66676,3919.366722,97,558.099357
5863,69011,8274.145703,70,336.0
5864,0,9538.770856,85,58.714775
5865,0,5331.823882,71,340.8
5866,0,4531.675269,126,907.2
5867,0,3834.210713,112,806.4
5868,31385,2726.797356,69,68.193193
5869,68261,8238.45802,102,84.097896
5870,92324,4758.470236,119,603.110961
5871,0,8818.051498,136,1237.257917
5872,20983,24278.10167,97,451.751555
5873,68004,5595.761077,72,416.344082
5874,63471,2682.704812,67,387.71779
5875,27369,3033.407812,77,331.94306
5876,36839,4862.908979,61,152.496995
5877,0,2128.621329,65,312.0
5878,26149,12655.52878,157,753.6
5879,52440,8556.58016,109,371.206205
5880,24571,12880.74907,109,523.2
5881,0,3049.837544,90,432.0
5882,60244,3237.996209,83,326.281835
5883,0,5248.978048,72,216.700125
5884,51643,11009.13049,283,1358.4
5885,17157,14267.93156,123,770.746666
5886,0,5325.724541,73,496.474767
5887,17308,3034.771777,82,874.324338
5888,0,8329.039004,118,849.6
5889,72302,2616.613903,66,316.8
5890,34990,2574.020376,65,42.689135
5891,0,4004.5513,107,513.6
5892,0,6051.799036,87,626.4
5893,0,2839.013244,81,388.8
5894,0,1994.774936,61,393.215919
5895,33760,11944.40399,102,123.491865
5896,0,6466.304259,90,144.776935
5897,70328,6746.434272,84,293.227028
5898,0,3561.035706,99,712.8
5899,0,20774.02463,63,243.208647
5900,60021,3939.00637,99,882.871945
5901,31991,8915.172898,81,548.321886
5902,20169,8084.325058,112,537.6
5903,0,4502.980016,64,307.2
5904,20178,4877.954567,69,331.2
5905,78189,8294.968932,103,99.143241
5906,0,8485.385641,244,1756.8
5907,0,4740.202507,72,518.4
5908,95697,8564.768226,107,178.006524
5909,0,2393.915369,70,425.266308
5910,0,2458.746211,70,504.0
5911,64559,19597.05706,62,107.538749
5912,58149,21892.93859,61,292.8
5913,0,8728.456239,124,473.469932
5914,70911,2386.201293,63,302.4
5915,78337,21892.3539,62,36.285512
5916,50397,2813.50617,70,350.65008
5917,51199,2996.889929,74,355.2
5918,46928,4063.331688,102,631.402071
5919,23879,8368.875358,107,635.64283
5920,79487,4626.801093,114,547.2
5921,0,7516.786075,106,850.593038
5922,82477,3644.833554,90,432.0
5923,21514,11981.98481,62,257.248789
5924,57231,2601.810999,65,305.117221
5925,0,4654.954187,69,331.2
5926,84598,3579.773094,89,639.267653
5927,48895,5388.023812,68,325.009146
5928,84493,3705.291862,92,441.6
5929,37277,8613.464001,109,417.72438
5930,0,2703.266928,71,497.392925
5931,14906,2511.697993,66,421.632668
5932,14710,24186.24342,112,537.6
5933,20656,15120.21281,130,706.114237
5934,0,13379.81103,194,1396.8
5935,0,2308.692609,64,431.768752
5936,57777,7319.575712,61,273.879927
5937,80409,26113.36,74,262.984836
5938,73168,5639.941974,70,425.800112
5939,0,4715.285559,64,345.345026
5940,32437,2742.797845,69,331.2
5941,94903,3808.122147,94,451.2
5942,82534,4692.048347,118,4.23752
5943,0,4055.399126,121,1215.970113
5944,46587,41787.90343,119,571.2
5945,32245,9800.33636,124,257.502471
5946,39886,12379.56803,64,290.359207
5947,79157,9705.30895,61,117.781906
5948,0,4253.283113,62,446.4
5949,0,3567.503755,102,660.430456
5950,0,5153.91989,74,532.8
5951,0,7559.206998,119,964.51598
5952,0,4194.906755,64,759.285255
5953,25860,2829.312319,72,345.6
5954,77882,3221.788294,79,379.2
5955,24164,10972.06778,137,657.6
5956,0,2430.959055,70,341.329847
5957,66169,3790.190029,96,156.429591
5958,82664,8838.085637,114,133.425609
5959,23638,20101.65141,102,489.6
5960,26436,6388.21126,83,398.4
5961,0,2656.522604,78,374.4
5962,13154,7714.60093,102,489.6
5963,24173,2704.537211,70,181.468292
5964,26689,2495.464753,64,424.711758
5965,31357,2498.35063,63,2.016239
5966,40417,5614.587986,71,130.303439
5967,0,2089.337182,63,453.6
5968,93872,5137.349322,64,206.495442
